_id,ZONA,CODICE_AREA,AREA_MQ,PERIM_M,PARCO,LONG_X_4326_CENTROID,LAT_Y_4326_CENTROID,Location
178,5,78,4.5551757813,8.5386457206,GIARDINO MARIO CAPPONI,9.185168886295079,45.44353107699547,"(45.44353107699547, 9.185168886295079)"
179,5,78,4.5668945313,8.5496670047,GIARDINO MARIO CAPPONI,9.18506420167639,45.44337650794622,"(45.44337650794622, 9.18506420167639)"
180,5,78,4.564453125,8.5475158092,GIARDINO MARIO CAPPONI,9.185311974487476,45.44339207014073,"(45.44339207014073, 9.185311974487476)"
181,5,78,524.35546875,110.5764940272,GIARDINO MARIO CAPPONI,9.185367708041634,45.443677607851384,"(45.443677607851384, 9.185367708041634)"
182,5,78,4.576171875,8.5585302192,GIARDINO MARIO CAPPONI,9.185043608912295,45.44352209876449,"(45.44352209876449, 9.185043608912295)"
183,5,78,4.5556640625,8.5386525947,GIARDINO MARIO CAPPONI,9.18530469249019,45.44346310922936,"(45.44346310922936, 9.18530469249019)"
184,5,78,4.56640625,8.5496671648,GIARDINO MARIO CAPPONI,9.185177817123222,45.44345726006634,"(45.44345726006634, 9.185177817123222)"
185,5,78,259.2348632813,91.3235219542,GIARDINO MARIO CAPPONI,9.184931664361972,45.44352676194273,"(45.44352676194273, 9.184931664361972)"
186,5,78,4.53515625,8.5187581507,GIARDINO MARIO CAPPONI,9.185295243580367,45.443537938049545,"(45.443537938049545, 9.185295243580367)"
187,5,78,29075.4995117188,1255.8005956372,GIARDINO MARIO CAPPONI,9.185567013525569,45.44053621810373,"(45.44053621810373, 9.185567013525569)"
188,5,78,4.564453125,8.5475158084,GIARDINO MARIO CAPPONI,9.185188174698682,45.44338515994906,"(45.44338515994906, 9.185188174698682)"
189,7,112,84.9995117188,45.4884485143,PARCO DI BAGGIO,9.088385510822093,45.464049087682135,"(45.464049087682135, 9.088385510822093)"
